,SVM,DecTree,Percep,SGD,RandF,LogR,KNN,GauNB
2985,1,1,1,0,1,1,1,1
2986,1,0,0,1,0,1,1,1
2987,0,0,1,0,0,0,0,0
2988,0,1,1,0,1,1,1,1
2989,1,1,1,1,1,1,1,1
2990,0,0,0,1,0,1,0,1
2991,0,0,0,1,0,0,0,0
2992,0,1,0,1,1,1,1,1
2993,0,0,0,0,0,0,0,0
2994,1,0,1,0,1,0,1,0
2995,0,1,1,1,1,1,1,1
2996,1,0,1,1,0,0,0,0
2997,1,0,1,1,0,1,0,0
2998,0,1,1,0,1,1,1,1
2999,0,1,0,1,1,1,1,1
3000,0,1,1,1,1,1,0,1
3001,1,0,0,0,0,0,0,1
3002,1,1,1,1,1,1,1,1
3003,0,0,1,1,0,0,0,0
3004,0,1,1,1,1,1,1,1
3005,1,0,1,1,0,1,0,1
3006,1,1,1,0,1,1,1,1
3007,0,0,1,1,1,0,0,1
3008,0,1,1,1,1,1,1,1
3009,0,0,1,0,0,0,0,0
3010,1,1,1,0,1,1,1,1
3011,1,0,1,1,1,1,0,1
3012,0,0,1,0,0,0,0,0
3013,1,1,1,0,1,1,1,1
3014,0,1,1,1,1,1,1,1
3015,0,0,1,1,0,0,0,1
3016,0,0,1,1,1,1,1,1
3017,0,1,1,1,1,1,0,0
3018,1,1,1,0,1,1,1,1
3019,1,1,1,1,1,1,1,1
3020,1,1,1,1,1,1,1,1
3021,1,0,1,1,0,0,0,0
3022,0,0,1,1,0,0,0,0
3023,1,0,1,0,0,0,0,0
3024,0,1,0,1,0,0,0,0
3025,0,0,1,0,0,0,0,0
3026,0,0,1,0,0,0,0,0
3027,1,0,1,1,0,0,0,0
3028,1,0,1,0,0,1,0,0
3029,0,0,1,1,0,1,1,1
3030,1,0,1,0,0,0,0,0
3031,1,0,1,1,0,0,0,0
3032,1,0,1,0,0,1,0,0
3033,0,1,1,0,0,1,1,1
3034,1,1,1,1,0,0,1,0
3035,0,1,1,1,0,0,1,1
3036,0,0,1,0,0,0,0,0
3037,0,1,1,1,0,0,1,0
3038,0,0,1,0,0,1,0,1
3039,0,0,1,1,1,1,0,0
3040,1,0,0,1,0,1,0,1
3041,0,0,1,1,0,1,0,1
3042,0,0,1,1,0,0,0,0
3043,1,0,1,1,0,0,1,1
3044,0,0,1,1,0,1,0,0
3045,0,1,1,1,0,1,1,1
3046,1,1,1,0,0,1,1,0
3047,0,1,1,1,0,0,1,0
3048,0,0,1,1,0,0,0,0
3049,0,0,1,1,0,0,0,0
3050,0,0,0,1,0,0,0,0
3051,0,0,1,0,0,0,0,0
3052,0,0,1,0,0,0,0,0
3053,0,1,0,0,0,0,1,1
3054,0,0,1,0,0,0,0,0
3055,0,0,0,0,0,0,0,0
3056,1,0,1,1,0,0,0,0
3057,1,0,0,1,1,1,0,1
3058,0,0,1,1,0,0,0,0
3059,1,0,1,0,0,0,0,0
3060,1,0,1,0,0,0,0,0
3061,0,0,0,1,0,0,0,0
3062,0,0,1,1,0,0,0,0
3063,0,0,1,1,0,0,1,0
3064,0,0,0,1,0,0,0,0
3065,1,0,0,1,0,0,0,1
3066,0,0,1,0,0,0,0,0
3067,1,0,0,0,0,0,0,0
3068,0,0,1,1,0,0,0,0
3069,0,1,0,1,1,0,1,0
3070,0,1,1,1,0,0,1,0
3071,0,0,1,0,0,0,0,0
3072,1,1,1,1,1,1,1,1
3073,0,0,0,1,0,0,0,0
3074,0,0,1,0,0,0,0,0
3075,0,0,1,0,0,0,0,0
3076,0,0,0,1,0,0,0,0
3077,1,1,0,1,0,1,1,1
3078,0,1,1,0,0,0,1,1
3079,0,0,1,0,0,0,0,0
3080,1,0,1,0,1,1,0,1
3081,0,0,1,1,0,0,0,0
3082,1,0,1,1,0,1,1,0
3083,0,0,1,1,0,0,0,0
3084,1,0,1,1,1,1,0,1
3085,0,0,1,1,0,0,0,0
3086,1,0,1,1,0,0,0,1
3087,0,0,1,1,0,0,0,0
3088,1,0,0,0,0,0,0,0
3089,0,0,1,1,0,0,0,0
3090,0,0,1,0,0,0,0,0
3091,0,0,1,1,0,1,0,0
3092,0,0,1,0,0,1,0,0
3093,0,0,1,1,0,1,0,0
3094,0,0,0,1,0,0,0,0
3095,0,0,1,1,1,1,0,1
3096,0,1,1,0,1,0,1,0
3097,1,0,0,1,0,0,0,1
3098,0,0,0,1,0,1,0,0
3099,0,0,1,1,0,0,0,0
3100,1,1,1,0,1,0,1,1
3101,0,0,1,1,0,0,0,0
3102,0,0,0,0,0,0,0,0
3103,0,0,0,1,0,1,0,0
3104,0,0,1,0,0,0,0,0
3105,0,0,1,1,0,1,1,1
3106,1,0,0,1,0,0,1,0
3107,1,1,1,1,1,1,1,1
3108,0,0,0,1,0,0,0,0
3109,0,0,0,1,0,0,0,0
3110,0,0,1,0,0,0,0,0
3111,0,0,0,0,0,0,0,0
3112,0,0,0,0,0,0,0,0
3113,0,0,0,0,0,1,0,0
3114,0,0,1,1,0,0,0,0
3115,1,0,1,1,0,0,1,0
3116,0,0,1,0,0,0,0,0
3117,1,0,1,0,1,1,0,1
3118,1,0,1,1,0,1,1,0
3119,0,1,1,1,1,1,1,1
3120,0,0,0,1,0,0,0,0
3121,0,0,0,1,0,0,1,0
3122,1,0,1,1,0,0,0,0
3123,1,0,1,1,1,1,0,1
3124,1,0,0,0,0,0,0,0
3125,0,0,1,1,0,0,0,0
3126,0,0,0,1,0,0,0,0
3127,1,0,1,1,1,1,0,0
3128,1,0,1,1,0,0,0,0
3129,0,1,1,1,0,0,1,0
3130,0,0,0,1,0,0,0,0
3131,0,0,1,0,0,0,0,0
3132,0,0,1,0,0,0,0,0
3133,0,0,1,1,0,0,1,0
3134,0,0,0,1,0,0,0,0
3135,1,0,0,1,0,0,0,1
3136,0,0,1,1,0,0,0,0
3137,0,0,1,0,0,0,0,0
3138,0,0,1,1,0,0,0,0
3139,0,1,0,1,1,0,1,0
3140,0,0,1,1,0,0,0,0
3141,0,0,1,1,0,0,1,0
3142,0,0,1,1,0,0,0,0
3143,0,1,1,1,0,1,1,1
3144,0,1,1,0,0,0,0,0
3145,0,1,1,1,1,1,1,1
3146,0,0,1,1,0,0,1,0
3147,0,0,1,1,0,0,0,0
3148,0,0,1,1,0,0,1,0
3149,0,1,1,0,0,0,0,0
3150,1,1,1,1,1,1,1,0
3151,1,1,1,1,1,1,1,1
3152,0,0,1,0,0,0,0,0
3153,0,1,1,1,1,1,0,0
3154,0,1,1,0,0,1,1,0
3155,0,1,1,1,0,0,1,0
3156,1,0,1,1,0,0,0,0
3157,0,0,1,0,0,0,0,0
3158,1,1,1,0,0,1,1,0
3159,0,1,1,1,1,1,1,0
3160,1,1,1,1,1,1,1,1
3161,0,0,1,1,0,0,0,0
3162,0,1,1,1,1,1,1,1
3163,1,1,1,1,1,1,1,1
3164,0,0,1,1,0,0,0,0
3165,0,0,1,0,0,0,0,0
3166,0,0,1,0,0,0,0,1
3167,1,0,1,1,0,0,0,0
3168,1,0,1,1,0,0,0,0
3169,1,0,1,1,0,0,0,1
3170,0,0,1,1,0,0,0,0
3171,0,0,1,1,0,0,0,0
3172,1,1,1,1,0,0,1,1
3173,1,1,1,1,1,1,1,1
3174,0,0,1,1,0,0,0,1
3175,0,0,1,1,0,0,0,0
3176,0,0,1,1,0,0,0,0
3177,0,0,1,1,0,0,0,0
3178,1,1,1,1,0,0,1,0
3179,0,1,1,0,1,0,1,1
3180,0,0,1,1,0,0,0,0
3181,0,0,1,1,0,0,0,0
3182,0,0,1,1,0,0,0,0
3183,0,0,1,1,0,0,0,0
3184,0,0,1,0,0,0,0,0
3185,0,0,1,0,0,0,0,0
3186,1,1,1,0,1,1,1,1
3187,0,1,1,0,1,1,1,0
3188,0,0,1,0,0,0,0,0
3189,0,1,1,1,1,1,0,0
3190,0,1,1,1,1,1,1,0
3191,0,0,1,1,0,0,0,0
3192,0,0,1,1,0,1,0,0
3193,0,1,1,1,0,0,1,0
3194,0,1,1,1,1,1,0,0
3195,1,1,1,1,1,1,1,0
3196,1,1,1,1,1,1,1,1
3197,1,0,1,0,0,1,1,0
3198,0,1,1,1,1,1,1,1
3199,1,1,1,0,1,1,1,1
3200,0,0,1,0,0,1,0,1
3201,0,0,1,0,0,1,1,0
3202,0,0,1,1,0,0,0,0
3203,0,0,1,1,1,1,0,0
3204,0,1,1,0,1,1,1,0
3205,0,0,1,0,1,0,0,0
3206,0,0,1,1,0,0,0,0
3207,0,1,1,0,1,1,1,1
3208,0,1,1,0,1,1,1,0
3209,0,1,1,1,0,0,1,0
3210,1,1,1,0,1,1,1,1
3211,0,1,1,0,1,1,1,0
3212,1,1,1,0,1,1,1,1
3213,0,1,1,0,1,1,1,0
3214,0,0,1,0,0,1,0,0
3215,0,1,1,0,1,1,1,1
3216,0,1,1,0,1,1,1,1
3217,1,0,1,0,0,0,0,0
3218,1,1,1,1,1,1,1,1
3219,0,0,1,0,0,0,0,0
3220,0,0,1,0,0,0,0,0
3221,1,1,1,0,1,1,1,1
3222,0,1,1,0,1,1,1,1
3223,0,0,1,1,0,1,0,0
3224,0,1,1,0,1,1,0,1
3225,0,1,1,1,1,1,1,0
3226,1,1,1,1,1,1,1,1
3227,0,0,1,0,0,0,0,0
3228,1,1,1,0,1,1,1,1
3229,0,0,1,1,0,1,1,0
3230,0,1,1,1,1,1,1,0
3231,1,1,1,0,1,1,1,0
3232,0,1,1,0,1,1,1,1
3233,0,1,1,0,1,1,1,1
3234,0,1,1,0,1,1,0,0
3235,0,0,1,0,0,0,0,0
3236,0,0,1,0,0,0,0,0
3237,0,1,1,1,1,1,0,0
3238,1,0,1,1,0,0,0,0
3239,0,0,1,0,0,0,1,0
3240,1,1,1,1,1,0,0,0
3241,1,0,1,0,0,0,1,1
3242,0,0,1,1,0,0,0,0
3243,0,0,1,1,0,0,0,0
3244,0,0,1,1,0,0,1,1
3245,0,1,1,0,0,0,1,1
3246,0,0,1,0,1,0,0,1
3247,1,0,1,1,0,0,0,0
3248,0,0,1,1,0,0,0,0
3249,0,0,1,1,0,0,0,0
3250,1,0,1,1,0,1,0,0
3251,1,0,1,0,0,0,0,0
3252,1,0,1,0,0,0,1,0
3253,0,0,1,1,0,0,0,0
3254,1,0,1,1,0,0,0,0
3255,0,0,1,1,0,0,0,0
3256,0,0,1,1,0,0,0,0
3257,1,0,1,1,1,1,1,1
3258,0,0,1,1,0,0,0,0
3259,0,0,1,1,1,1,0,1
3260,0,1,1,0,1,1,0,0
3261,1,0,0,1,0,0,0,0
3262,0,0,1,1,0,1,0,0
3263,0,0,1,1,0,0,0,0
3264,1,0,0,1,0,1,1,0
3265,0,0,1,1,0,0,0,0
3266,0,0,1,1,0,0,0,0
3267,0,0,0,1,0,1,0,0
3268,0,0,1,1,0,0,0,0
3269,1,0,1,1,1,1,0,1
3270,1,0,1,1,1,1,1,0
3271,0,0,0,0,1,1,0,0
3272,0,0,1,1,0,1,0,0
3273,0,1,1,0,0,0,0,1
3274,0,0,1,1,0,0,1,0
3275,0,0,1,1,0,0,0,0
3276,1,1,1,1,1,0,1,1
3277,0,1,1,0,1,1,1,1
3278,0,0,1,1,0,0,0,0
3279,0,0,1,1,0,1,0,0
3280,1,1,1,1,1,1,1,1
3281,1,0,1,1,0,0,0,0
3282,0,0,1,0,0,0,0,0
3283,1,1,0,1,0,1,1,1
3284,0,1,0,1,0,0,0,0
3285,1,0,0,0,0,0,0,1
3286,0,0,0,0,0,0,0,0
3287,1,0,0,1,0,0,1,0
